Compensation,Address,Title,Employment Type,URL,Description
2BR,4650 Bona Vistaq,Beautiful 3rd floor 2 bedroom in prestigious bldg on Bona Vista,1450,https://montreal.craigslist.ca/apa/d/beautiful-3rd-floor-2-bedroom/6313771990.html,"unit 510

This FULLY renovated unit is very bright and beautiful. it has hard wood flooring thought out. 
the unit is getting pod lights through out 
Unit offers stainless steel appliances, connection for washer and dryer. views on the city as your balcony is on the mountain of boulevard 
Heating and hot water included 
The building offers a gym and a rooftop patio with BBQ

Please Call Sacha at"
4BR,282 Des Pins E,"4BR, Near Saint-Denis, Plateau, perfect for students, Available NOW",,https://montreal.craigslist.ca/apa/d/4br-near-saint-denis-plateau/6320346127.html,"Lease runs one year.

4 bedrooms, located in the heart of Plateau, near to Saint-Denis
Easy transportation, few steps to Sherbrook (Orangeline) Metro station, and 124 bus stops.
10 mins from McGill University on foot.
Close to DownTown


Fridge, and Stove included"
3BR,4152 Saint-Laurent,"Heart of Plateau, 3BR Industrial Style Loft, available NOW",,https://montreal.craigslist.ca/apa/d/heart-of-plateau-3br/6330777306.html,"Lease runs one year

Three Bedroom Loft located in heart of le Plateau Mont-Royal.

Wooden floor,
High Ceiling,
Industrial style interior

Four appliances included: Stove, refrigerator, washer and dryer
Not included: utilities

Feel free to contact by txt msg at any time and please mention '4152 Saint-Laurent Loft'"
3BR,5308 Queen Mary,Complelty Renovated 3 bedroom on Queen Mary,,https://montreal.craigslist.ca/apa/d/complelty-renovated-3-bedroom/6341955627.html,"This Beautiful was fully renovated from the ground up. new bathroom, kitchen , lighting and plumbing. 

This unit is located in the heart of Queen Mary with Snowdon metro at 2 minute walk, IGA, banks, restaurants , retail businesses, schools, synagogues, churches and much much more.

The unit has three good sized bedrooms. one standard size bathroom with new vanities, washer and dryer are provided as well as the kitchen appliances 

The kitchen has access to a huge shared terrace. THE UNIT HAS HUGE AMOUNTS OF NATURAL LIGHT. 

Hydro are at the tenants cost

Call Sacha at"
2BR,,Appartement Downtown with Parking MUST SEE,1200,https://montreal.craigslist.ca/apa/d/appartement-downtown-with/6341966774.html,"Kamil:  
 
  Très bel appartement situé sur la rue Viger, a la jonction du Vieux-Montréal et du Centre-Ville. 
Cette unité, magnifiquement meublée est composée de 2 chambres et 1 salle de bain. Une place de parking est aussi incluse dans le prix.
Au coeur du quartier international, l'immeuble bénéficie d'une situation exceptionnelle à deux pas du Centre-Ville et du Vieux-Montréal. Restaurants, bars, café, magasins à distance de marche, de même pour les transports en commun avec un accès direct au métro Square Victoria. 
Du haut des airs et du 17e étage de cette résidence de prestige, l'horizon s'étend a perte de vue avec des vues a couper le souffle. 
Profitez aussi des espaces communs de l'immeuble très bien équipés, avec salle de gym, terrasse et piscine sur le toit, lounge commun et service de sécurité 24h/24.
Visites disponibles, merci de prendre contact au 
 
."
3BR,4281 St-Dominique,"Heart of Plateau, 3BR, Fully renovated, available RIGHT NOW",,https://montreal.craigslist.ca/apa/d/heart-of-plateau-3br-fully/6320623786.html,"Lease runs one year
Fully renovated, located on the ground floor.


- 3 Master Bedrooms
- Laundry room
- big wide open kitchen and living room
- Appliances Included : Stove and Refrigerator, Washer and Dryer


- Utilities are Not included (it would cost around $50 per month)


Feel free to text me at anytime, and please mention '4281 Saint-Dominique'"
3BR,westmount,OPEN KITCHEN CONCEPT WASHER/DRYER,,https://montreal.craigslist.ca/apa/d/open-kitchen-concept-washer/6341977357.html,"Located in prestigious Westmount, steps from Greene Avenue, our beautiful apartment features 3 bedrooms (master has en-suite) separate dining room and living room, balcony. 

Included in rent: fridge, stove, microwave, dishwasher, washer, dryer, heat and hot water.

Building has newly renovated corridors, 2 elevators, intercom, surveillance cameras. 

Please call our office at 
 
 or our concierge, Mrs. Jones 
 
 for more info."
2BR,6785 Crois. Korczak,Fully renovated 2 bedroom in heart of CSL (ALL INCLUDED),1135,https://montreal.craigslist.ca/apa/d/fully-renovated-2-bedroom-in/6341962146.html,"This beautiful condo was completely renovated with 2 bedrooms and 2 bathrooms. 

With beautiful ceramic flooring through out, this is a unique condo. 

Its located 2 blocks away from Cavendish mall which provides all ther amenities one must need and more. you will also be surrounded by parks, schools, synagogues , sports establishments and much much more

HEATING , HOT WATER , HYDRO AND A INDOOR PARKING SPOT ARE ALL INCLUDED 

The building provides 24 hour security, gym and pool


Please call Sacha at"
1BR,8031 avon,Beautiful and large 3 1/2 in the heart of montreal west,900,https://montreal.craigslist.ca/apa/d/beautiful-and-largein-the/6341956116.html,"a block away from the train station, itll take you 15 -20 min to get downtown comfortably amd your on the corner of the bus line 90 and 123

The unit is around 900 square feet. 

very big entrance way
lots of closet and storage space 
HEATING AND HOT WATER INCLUDED 
Huge living room and bedroom 
brand new windows for the building 
on site laundry 
on site concierge 
very bright 
very quiet building 

Please call sacha for visits or questions at"
2BR,,Grand 4 1/2 Plateau !,,https://montreal.craigslist.ca/apa/d/grandplateau/6341959887.html,"À louer spacieux 4 1/2 situé sur la rue Sherbrooke sur le Plateau Mont-Royal coller au Parc Lafontaine. Pas loin du métro Papineau, de plusieurs stations de bus et de nombreux commerces!! L'appartement comprend 2 spacieuses chambres fermées, grand salon, une grande cuisine séparer avec salle à manger. L'appartement est très lumineux avec beaucoup fenêtres et 2 balcons laissant entré le soleil !!"
2BR,9860 papineau,Beautiful fully renovated and furnished 2 bed on papineau and sauve,900,https://montreal.craigslist.ca/apa/d/beautiful-fully-renovated-and/6341954289.html,"Ce magnifique apartement et situe au coin de Papineau et sauve. vous entourer de commenrces, restaurant , ecoles, hopiteaux et transport publiques.

Cet apartement a ete entierement renover et meubles. il fournit tous vos besoins ainsi que les electro menagers seront en Stainless Steel. 
lit queen dans chambres principal
lit ""bink beds"" a lit doube
fauteuil
table 
commode tvplasma 
TV Plasma 40 pouce
serviettes 
draps 
toutes les ustencils 
et plus....

Il explose de lumiere naturel 

L'immeuble se fait entierement renover ausi 

Svp appeler Sacha au 
 


This beautiful unit is located in the heart of Papineau and Sauve. you are surrounded , retail businesses, restaurants, schools , hospitals and puiblic transportation 

This unit comes fully renovated and furnished with all the needs for every day living including stainless steel appliances. 
queen bed in main room 
double bed bunk beds 
sofa
coffee table 
commode for tv
40 inch tv 
all the towels and sheets 
all the kitchen ware 

and more...
It explodes with natural light 

The building is also being renovated 

Please call Sacha at"
2BR,,Beau 4 1/2 meubler sur Plateau!!,,https://montreal.craigslist.ca/apa/d/beaumeubler-sur-plateau/6341948124.html,"À louer large 4 1/2 meubler au plateau Mont-Royal entre les stations de métro Laurier et Rosemont, de plusieurs stations de bus et de nombreux commerces!! L'appartement inclus 2 chambres fermées, un salon (avec 2 canapés lits) ouvert sur une spacieuse cuisine/salle à manger totalement équipée. Le logement est très lumineux et comprend 2 balcons laissant entré le soleil !!"
3BR,h4b 2v6,Top floor ......5-1/2...........in...N.D.G.... (NOVEMBER ),,https://montreal.craigslist.ca/apa/d/top-floor-5-1-2inndg-november/6307702103.html,"***PLEASE MENTION: "" KENSINGTON AVE"" when you call ***

Charming , top floor  5-1/2 in the heart of N.D.G available for rent for November .

.............apartment..........

* Top  floor ( 4/4 )

* 3 closed bedrooms

* Concrete walls 

* hardwood floors throughout the apartment

* laundry room available in the building

* Large kitchen 

* Large full bathroom 

..............location..........


CLOSE to :

* Loyola campus ( Concordia University )

* minutes from grocery stores , a pharmacy , banks

* Grocery store Akhravan

* Monkland village

* Near the park

* Easy access to highway

* Bus stop is in front of the building (#105 - takes you to metro Vendome in less than 10 min)


......included in rent...... 


* hot/cold water

* fridge+stove

*** heating is not included ( electric heating . approximately $60-70 /month in winter ) 


~~~Available for rent NOVEMBER 1st ~~~~~~


To schedule a viewing , feel free to call 


 


Thank You

p.s.:
* Not furnished ( Furniture is not included ) 
* Lease term is 12 month or more
* No dogs allowed"
3BR,,Grand 5 1/2 Rue Monsabré !,,https://montreal.craigslist.ca/apa/d/grandrue-monsabr/6341955534.html,"À louer grand 5 1/2 Rue Monsabré avec 3 chambres fermées, large salon, grande salle de bain avec entrée laveuse/sécheuse, large cuisine/salle à manger avec balcon et accès sur court arrière!"
2BR,,Beautiful......top floor....4-1/2.......(2bdrm).....heated....in NDG,,https://montreal.craigslist.ca/apa/d/beautifultop-floor4-1/6301867521.html,"* Please mention the location: **** MADISON ***** , when you call 
Charming, spacious, top floor   4-1/2... (2 closed bedroom) apartment in well maintained , quiet and clean building is available for rent . 

.............apartment.......... 

* Top floor 

* Big windows. Plenty of natural light 

* spacious living room 

* 2 closed bedrooms

* hardwood floors throughout the apartment 

* plenty of closets 

* laundry room available in the building 


..............location.......... 


* walking distance to : 

* Loyola campus ( Concordia University ) 

* grocery stores , a pharmacy , banks 

* Monkland village 

* Next to the park 

* Easy access to highway 

*Easy street parking 

* Bus stop is in front of the building (#105 - takes you to metro Vendome in less than 10 min) 


......included in rent...... 

* hot water 

* fridge+stove 

* heating 


~~~Available NOW ~~~~~~ 


TO VIEW please CALL :  
 


* Please mention the location: **** MADISON ***** , when you call 

- Lease term is 12 month or more
- Furniture is NOT included 
- Dogs not allowed"
1BR,Ville Mont-Royal,Town Mont-Royal,,https://montreal.craigslist.ca/apa/d/town-mont-royal/6342011789.html,"Close to Rockland Center and Marché Central
Ideal for single / young couple
Fully renovated / new bathroom
Ceramic and wood floors
New kitchen appliances 
Included: Heating / Hot water  / Locker
Indoor parking available (OPTIONAL - EXTRA $)
Promotions  //  (IF LEASE SIGNED for 20 months until 2019-07)
Call or text me for info  ="
,Plateau,Artist Loft w/ Amazing View and Perfect Location $1650 All Included,,https://montreal.craigslist.ca/apa/d/artist-loft-amazing-view-and/6323607711.html,"This loft is located right in the heart of the plateau, minutes from
the metro, jazz fest, restaurants, the mountain, etc.. - literally in
the heart! This 1150 sq. foot loft boasts the artist's interior design
work which include an interior deck, Victorian style street lamp, herb
garden, acoustic sound panels, a railway tie shelving sculpture, HD
state of the art movie projector, and a 10' x 5' floating green wall.
The plant wall glides on tracks in order to allow space for movie
projections. Because there is a plant wall, the air is fresh, however
this also means that you will be responsible for watering, though this
is an easy task since I have rigged up a hose system that makes for a
5 minute watering job once a week. It has arguably the best view of the city from
the famous artist loft Berman building where many famous artists work,
directly facing west towards the mountain where you can see the
Mont Royal cross as well as the angel peering out from the tree tops
of Jeanne Meance park. The interior deck leads through giant 8ft
windows that stretch the length of the entire west wall to a large
balcony/fire escape. Sunlight blasts through the windows, illuminating
even the most dismal of days. Everything is included - Heat,
electricity, high speed internet, HD movie projector, dishwasher,
washing machine, complete kitchen, and furniture. It's a great place
to be creative (write a book, choreograph a dance, or just slump
around in the sunlight.and spend a winter without getting depressed
from a lack of light) 

1650$ / month all included. This is a sub-let
starting October 15th until June 1st/2018. Ideal for a professional. references a must."
